PICOLE MORANGO,21050090,0.0,ST,nan
CHOCOLATE - MEGA SUNDAE,21050090,0.0,ST,nan
FRAPP CHOCOLATE,18062000,0.0,ST,nan
NINHO TRUFADO - SRVT,21050090,0.0,ST,nan
ADC CHANTILLY,21069090,18.0,TRIBUTADO,nan
MILK SHAKE ESP FERRERO ROCHER,21050090,0.0,ST,nan
CAFE COM LEITE,21069090,18.0,TRIBUTADO,nan
TACA SUNDAE,21050090,0.0,ST,nan
OVOMALTINE - MEGA SUNDAE,21050090,0.0,ST,nan
ROLETA GRAN FONDUE 20,21050090,0.0,ST,nan
SELF SERVICE,21050090,0.0,ST,nan
SENSACAO - SRVT,21050090,0.0,ST,nan
AFFOGATO,21050090,0.0,ST,nan
ACAI C SRVT E SOFTNINHO,21050090,0.0,ST,2300100
MILK SHAKE ESP OVOMAL TRUFADO,21050090,0.0,ST,nan
FRAPPUCINOS 300ML,21050090,0.0,ST,nan
POTE DE ACAI 1KG,21050090,0.0,ST,2300100
LOVERS 300ML DO DIA,21050090,0.0,ST,nan
CASQUINHA TRUFADA DOCE DE LEITE,21050090,0.0,ST,nan
CASCAO ACAI,21050090,0.0,ST,2300100
MORANGO  - SRVT,21050090,0.0,ST,nan
TRUFADO AMENDOIM,21050090,0.0,ST,2300100
COMBO ESPECIAL 500ML,21050090,0.0,ST,nan
COMBO LITORAL,21050090,0.0,ST,nan
GALAXI  - SRVT,21050090,0.0,ST,nan
KIDS CANDY - SHAKE,21050090,0.0,ST,nan
MILK SHAKE ALCOOL 700ML,21050090,0.0,ST,nan
MASSA SOFTNINHO,21050090,0.0,ST,nan
PICOLE ABACAXI,21050090,0.0,ST,nan
PACOQUINHA ZERO ACUCAR  - SRVT,21050090,0.0,ST,nan
SUCO DEL VALE UVA LATA,22021000,0.0,ST,nan
MILK SHAKE 500ML,21050090,0.0,ST,nan
OPC BEIJINHO,18062000,0.0,ST,nan
OPC NINHO TRUFADO,21050090,0.0,ST,nan
FONDUE NO CONE TRADICIONAL,04063000,0.0,ST,nan
FONDUE SUPREMO,04063000,0.0,ST,nan
MIX CONFETI 250ML,21050090,0.0,ST,nan
PAULISTA 300ML DO DIA,21050090,0.0,ST,nan
OPC CAPUCCINO,21011110,0.0,ST,nan
KINDER GATEAU,18069000,0.0,ST,nan
NINHO TRUFADO ZERO - SRVT,21050090,0.0,ST,nan
CAFEZIM,21069090,18.0,TRIBUTADO,nan
COMBO GRANDE 500ML,21050090,0.0,ST,nan
MARACUJA - SUNDAE,21050090,0.0,ST,nan
MONTANHA,21050090,0.0,ST,nan
REFRI COCA-COLA LATA,22021000,0.0,ST,nan
CASQUINHA ACAI,21050090,0.0,ST,2300100
PISTACHE - SRVT,21050090,0.0,ST,nan
AMORA - MEGA CREAM,21050090,0.0,ST,nan
REFRI GUARANA ANTARTICA ZERO LATA,22021000,0.0,ST,nan
MILK SHAKE ESP SNICKERS,21050090,0.0,ST,nan
SOFT LEITE NINHO - SRVT,21050090,0.0,ST,nan
OPC TRUFA DE CHOCOLATE,21050090,0.0,ST,nan
KOPENHAGEM - SRVT,21050090,0.0,ST,nan
ADC AMAZONELLA,17049020,0.0,ST,1700101
OPC PACOQUINHA,20081100,0.0,ST,nan
COMBO TWIST,21050090,0.0,ST,nan
BOMBOM DE UVA,18062000,0.0,ST,nan
PISTACHUDO - SHAKE COLHER,21050090,0.0,ST,nan
KIDS CHOCOKAT - MIXZINHO,21050090,0.0,ST,nan
ACAI C BANANA,21050090,0.0,ST,2300100
COMBO MINI 150ML,21050090,0.0,ST,nan
